Dataset,Algorithm,Hyper-parameter name,Hyper-parameter value,Metric name,Metric value,Num clusters
Heart Failure,K-Means,n_clusters,19.0,Silhouette,0.09612432683436362,19
Heart Failure,K-Means,n_clusters,19.0,SSE-Elbow,1041.210149918964,19
Heart Failure,K-Means,n_clusters,19.0,DB,1.6496086865519106,19
Heart Failure,K-Means,n_clusters,19.0,BIC,2443.519268973073,19
Heart Failure,K-Means,n_clusters,20.0,VRC,20.9404203025162,20
Heart Failure,K-Means,n_clusters,20.0,Silhouette,0.09761918393537328,20
Heart Failure,K-Means,n_clusters,20.0,SSE-Elbow,1005.9637129310464,20
Heart Failure,K-Means,n_clusters,20.0,DB,1.6068656382023672,20
Heart Failure,K-Means,n_clusters,20.0,BIC,2482.3785984392343,20
Heart Failure,K-Means,n_clusters,21.0,VRC,19.33705325087558,21
Heart Failure,K-Means,n_clusters,21.0,Silhouette,0.08785772619576245,21
Heart Failure,K-Means,n_clusters,21.0,SSE-Elbow,1020.6442018058584,21
Heart Failure,K-Means,n_clusters,21.0,DB,1.6351218658548934,21
Heart Failure,K-Means,n_clusters,21.0,BIC,2571.164853768126,21
Heart Failure,K-Means,n_clusters,22.0,VRC,19.060239688431896,22
Heart Failure,K-Means,n_clusters,22.0,Silhouette,0.0879936351644709,22
Heart Failure,K-Means,n_clusters,22.0,SSE-Elbow,998.1669832664954,22
Heart Failure,K-Means,n_clusters,22.0,DB,1.6346853867860602,22
Heart Failure,K-Means,n_clusters,22.0,BIC,2622.7934016828412,22
Heart Failure,K-Means,n_clusters,23.0,VRC,18.75049613568924,23
Heart Failure,K-Means,n_clusters,23.0,Silhouette,0.0845529186894419,23
Heart Failure,K-Means,n_clusters,23.0,SSE-Elbow,978.3186617129982,23
Heart Failure,K-Means,n_clusters,23.0,DB,1.65874508163801,23
Heart Failure,K-Means,n_clusters,23.0,BIC,2677.0508465834228,23
Heart Failure,K-Means,n_clusters,24.0,VRC,19.000185559217456,24
Heart Failure,K-Means,n_clusters,24.0,Silhouette,0.08917527824773565,24
Heart Failure,K-Means,n_clusters,24.0,SSE-Elbow,942.6103028058064,24
Heart Failure,K-Means,n_clusters,24.0,DB,1.5986121066811936,24
Heart Failure,K-Means,n_clusters,24.0,BIC,2715.4482541303105,24
Heart Failure,K-Means,n_clusters,25.0,VRC,18.117469971197288,25
Heart Failure,K-Means,n_clusters,25.0,Silhouette,0.08309374580333471,25
Heart Failure,K-Means,n_clusters,25.0,SSE-Elbow,943.4027257073492,25
Heart Failure,K-Means,n_clusters,25.0,DB,1.6118362639888508,25
Heart Failure,K-Means,n_clusters,25.0,BIC,2790.3464434859316,25
Heart Failure,K-Means,n_clusters,26.0,VRC,18.07518482165838,26
Heart Failure,K-Means,n_clusters,26.0,Silhouette,0.08679791686018093,26
Heart Failure,K-Means,n_clusters,26.0,SSE-Elbow,919.1340228898372,26
Heart Failure,K-Means,n_clusters,26.0,DB,1.601296117797324,26
Heart Failure,K-Means,n_clusters,26.0,BIC,2840.1835071224987,26
Heart Failure,K-Means,n_clusters,27.0,VRC,17.693412457955393,27
Heart Failure,K-Means,n_clusters,27.0,Silhouette,0.08183857999980731,27
Heart Failure,K-Means,n_clusters,27.0,SSE-Elbow,906.8237101430476,27
Heart Failure,K-Means,n_clusters,27.0,DB,1.6453938955417216,27
Heart Failure,K-Means,n_clusters,27.0,BIC,2901.978960829788,27
Heart Failure,K-Means,n_clusters,28.0,VRC,17.385962940127047,28
Heart Failure,K-Means,n_clusters,28.0,Silhouette,0.08405592227899819,28
Heart Failure,K-Means,n_clusters,28.0,SSE-Elbow,893.2492264543861,28
Heart Failure,K-Means,n_clusters,28.0,DB,1.639242260802091,28
Heart Failure,K-Means,n_clusters,28.0,BIC,2962.510243595206,28
Heart Failure,K-Means,n_clusters,29.0,VRC,17.022134400120844,29
Heart Failure,K-Means,n_clusters,29.0,Silhouette,0.08379872310607983,29
Heart Failure,K-Means,n_clusters,29.0,SSE-Elbow,882.5643239444823,29
Heart Failure,K-Means,n_clusters,29.0,DB,1.5967333292036714,29
Heart Failure,K-Means,n_clusters,29.0,BIC,3025.9311075393807,29
Heart Failure,K-Means,n_clusters,30.0,VRC,16.445549502728326,30
Heart Failure,K-Means,n_clusters,30.0,Silhouette,0.08185033290723176,30
Heart Failure,K-Means,n_clusters,30.0,SSE-Elbow,880.1193489104029,30
Heart Failure,K-Means,n_clusters,30.0,DB,1.576949023162161,30
Heart Failure,K-Means,n_clusters,30.0,BIC,3097.59189895938,30
Heart Failure,K-Means,n_clusters,35.0,VRC,15.597676227205731,35
Heart Failure,K-Means,n_clusters,35.0,Silhouette,0.08098661171672711,35
Heart Failure,K-Means,n_clusters,35.0,SSE-Elbow,811.1290811893282,35
Heart Failure,K-Means,n_clusters,35.0,DB,1.5651996037161355,35
Heart Failure,K-Means,n_clusters,35.0,BIC,3399.1304635087,35
Heart Failure,K-Means,n_clusters,40.0,VRC,15.166664546320613,40
Heart Failure,K-Means,n_clusters,40.0,Silhouette,0.0852702228997932,40
Heart Failure,K-Means,n_clusters,40.0,SSE-Elbow,743.2032047879106,40
Heart Failure,K-Means,n_clusters,40.0,DB,1.529775806089179,40
Heart Failure,K-Means,n_clusters,40.0,BIC,3701.733419377677,40
Heart Failure,K-Means,n_clusters,45.0,VRC,14.829489665600338,45
Heart Failure,K-Means,n_clusters,45.0,Silhouette,0.09953804486152153,45
Heart Failure,K-Means,n_clusters,45.0,SSE-Elbow,683.8316060138291,45
Heart Failure,K-Means,n_clusters,45.0,DB,1.455449393289573,45
Heart Failure,K-Means,n_clusters,45.0,BIC,4012.8906528739903,45
Heart Failure,K-Means,n_clusters,50.0,VRC,14.331178552002005,50
Heart Failure,K-Means,n_clusters,50.0,Silhouette,0.09882625054708293,50
Heart Failure,K-Means,n_clusters,50.0,SSE-Elbow,638.847090905073,50
Heart Failure,K-Means,n_clusters,50.0,DB,1.3937338281276146,50
Heart Failure,K-Means,n_clusters,50.0,BIC,4338.434970035629,50
Heart Failure,K-Means,n_clusters,55.0,VRC,13.584021313023468,55
Heart Failure,K-Means,n_clusters,55.0,Silhouette,0.09922637148284227,55
Heart Failure,K-Means,n_clusters,55.0,SSE-Elbow,609.1701862625587,55
Heart Failure,K-Means,n_clusters,55.0,DB,1.3542083136100187,55
Heart Failure,K-Means,n_clusters,55.0,BIC,4679.286897663509,55
Heart Failure,K-Means,n_clusters,60.0,VRC,13.108813759860428,60
Heart Failure,K-Means,n_clusters,60.0,Silhouette,0.09785483158948602,60
Heart Failure,K-Means,n_clusters,60.0,SSE-Elbow,576.1283750858877,60
Heart Failure,K-Means,n_clusters,60.0,DB,1.2902953167333704,60
Heart Failure,K-Means,n_clusters,60.0,BIC,5016.773918757233,60
Heart Failure,K-Means,n_clusters,65.0,VRC,12.873996375499503,65
Heart Failure,K-Means,n_clusters,65.0,Silhouette,0.08784394042876795,65
Heart Failure,K-Means,n_clusters,65.0,SSE-Elbow,539.8071618376073,65
Heart Failure,K-Means,n_clusters,65.0,DB,1.2635627370980007,65
Heart Failure,K-Means,n_clusters,65.0,BIC,5350.981537779347,65
Heart Failure,K-Means,n_clusters,70.0,VRC,12.363033716151149,70
Heart Failure,K-Means,n_clusters,70.0,Silhouette,0.08724005961183481,70
Heart Failure,K-Means,n_clusters,70.0,SSE-Elbow,516.5002174406688,70
Heart Failure,K-Means,n_clusters,70.0,DB,1.2116112332219773,70
Heart Failure,K-Means,n_clusters,70.0,BIC,5698.203425652803,70
Heart Failure,K-Means,n_clusters,75.0,VRC,11.959951688588538,75
Heart Failure,K-Means,n_clusters,75.0,Silhouette,0.09006904815362404,75
Heart Failure,K-Means,n_clusters,75.0,SSE-Elbow,492.9289138751666,75
Heart Failure,K-Means,n_clusters,75.0,DB,1.185814217073749,75
Heart Failure,K-Means,n_clusters,75.0,BIC,6045.160954357695,75
Heart Failure,K-Means,n_clusters,80.0,VRC,11.545119032886332,80
Heart Failure,K-Means,n_clusters,80.0,Silhouette,0.08516056753049984,80
Heart Failure,K-Means,n_clusters,80.0,SSE-Elbow,472.54031399793337,80
Heart Failure,K-Means,n_clusters,80.0,DB,1.1700242343771907,80
Heart Failure,K-Means,n_clusters,80.0,BIC,6395.301186750857,80
Heart Failure,K-Means,n_clusters,85.0,VRC,11.156710448532962,85
Heart Failure,K-Means,n_clusters,85.0,Silhouette,0.08263400944683463,85
Heart Failure,K-Means,n_clusters,85.0,SSE-Elbow,453.6895548241023,85
Heart Failure,K-Means,n_clusters,85.0,DB,1.1547403444063602,85
Heart Failure,K-Means,n_clusters,85.0,BIC,6746.9792598474205,85
Heart Failure,K-Means,n_clusters,90.0,VRC,11.015571350104237,90
Heart Failure,K-Means,n_clusters,90.0,Silhouette,0.08771890762844284,90
Heart Failure,K-Means,n_clusters,90.0,SSE-Elbow,428.85018718971594,90
Heart Failure,K-Means,n_clusters,90.0,DB,1.1410074106354782,90
Heart Failure,K-Means,n_clusters,90.0,BIC,7092.668724483429,90
Heart Failure,K-Means,n_clusters,95.0,VRC,10.686404311883356,95
Heart Failure,K-Means,n_clusters,95.0,Silhouette,0.08362553486408197,95
Heart Failure,K-Means,n_clusters,95.0,SSE-Elbow,411.9625048761559,95
Heart Failure,K-Means,n_clusters,95.0,DB,1.098516200293933,95
Heart Failure,K-Means,n_clusters,95.0,BIC,7446.309874440263,95
Heart Failure,K-Means,n_clusters,100.0,VRC,10.855709989172926,100
Heart Failure,K-Means,n_clusters,100.0,Silhouette,0.0937828471290541,100
Heart Failure,K-Means,n_clusters,100.0,SSE-Elbow,381.29648341099914,100
Heart Failure,K-Means,n_clusters,100.0,DB,1.0544075208794337,100
Heart Failure,K-Means,n_clusters,100.0,BIC,7786.172685245501,100
Heart Failure,K-Means,n_clusters,125.0,VRC,9.976498818177436,125
Heart Failure,K-Means,n_clusters,125.0,Silhouette,0.07259589841784495,125
Heart Failure,K-Means,n_clusters,125.0,SSE-Elbow,300.93859961068523,125
Heart Failure,K-Means,n_clusters,125.0,DB,0.91218558875837,125
Heart Failure,K-Means,n_clusters,125.0,BIC,9558.45896279716,125
Heart Failure,K-Means,n_clusters,150.0,VRC,10.15323962132714,150
Heart Failure,K-Means,n_clusters,150.0,Silhouette,0.08906674491837369,150
Heart Failure,K-Means,n_clusters,150.0,SSE-Elbow,218.81699645205236,150
Heart Failure,K-Means,n_clusters,150.0,DB,0.7979318828488672,150
Heart Failure,K-Means,n_clusters,150.0,BIC,11328.9815209905,150
Heart Failure,K-Means,n_clusters,175.0,VRC,10.498565984075308,175
Heart Failure,K-Means,n_clusters,175.0,Silhouette,0.08606697865843646,175
Heart Failure,K-Means,n_clusters,175.0,SSE-Elbow,155.13223441358906,175
Heart Failure,K-Means,n_clusters,175.0,DB,0.6872165957977974,175
Heart Failure,K-Means,n_clusters,175.0,BIC,13117.940920304012,175
Heart Failure,K-Means,n_clusters,200.0,VRC,10.645993899194687,200
Heart Failure,K-Means,n_clusters,200.0,Silhouette,0.07570210891743542,200
Heart Failure,K-Means,n_clusters,200.0,SSE-Elbow,108.9540337448361,200
Heart Failure,K-Means,n_clusters,200.0,DB,0.5952225664726732,200
Heart Failure,K-Means,n_clusters,200.0,BIC,14924.406880987231,200
Heart Failure,K-Means,n_clusters,225.0,VRC,11.075936730030715,225
Heart Failure,K-Means,n_clusters,225.0,Silhouette,0.0666125315396387,225
Heart Failure,K-Means,n_clusters,225.0,SSE-Elbow,70.68401822110545,225
Heart Failure,K-Means,n_clusters,225.0,DB,0.49749900584187695,225
Heart Failure,K-Means,n_clusters,225.0,BIC,16738.781026815475,225
Heart Failure,K-Means,n_clusters,250.0,VRC,13.02458105335468,250
Heart Failure,K-Means,n_clusters,250.0,Silhouette,0.06039099215402819,250
Heart Failure,K-Means,n_clusters,250.0,SSE-Elbow,36.32473195204351,250
Heart Failure,K-Means,n_clusters,250.0,DB,0.4075593406764721,250
Heart Failure,K-Means,n_clusters,250.0,BIC,18557.065901898382,250
Heart Failure,K-Means,n_clusters,275.0,VRC,16.456147421560313,275
Heart Failure,K-Means,n_clusters,275.0,Silhouette,0.03659502958324782,275
Heart Failure,K-Means,n_clusters,275.0,SSE-Elbow,12.921386086275447,275
Heart Failure,K-Means,n_clusters,275.0,DB,0.3035507597581511,275
Heart Failure,K-Means,n_clusters,275.0,BIC,20386.306717384592,275
Heart Failure,K-Means,n_clusters,300.0,VRC,NaN,300
Heart Failure,K-Means,n_clusters,300.0,Silhouette,NaN,300
Heart Failure,K-Means,n_clusters,300.0,SSE-Elbow,NaN,300
Heart Failure,K-Means,n_clusters,300.0,DB,NaN,300
Heart Failure,K-Means,n_clusters,300.0,BIC,NaN,300
Heart Failure,K-Means,n_clusters,325.0,VRC,NaN,325
Heart Failure,K-Means,n_clusters,325.0,Silhouette,NaN,325
Heart Failure,K-Means,n_clusters,325.0,SSE-Elbow,NaN,325
Heart Failure,K-Means,n_clusters,325.0,DB,NaN,325
Heart Failure,K-Means,n_clusters,325.0,BIC,NaN,325
Heart Failure,K-Means,n_clusters,350.0,VRC,NaN,350
Heart Failure,K-Means,n_clusters,350.0,Silhouette,NaN,350
Heart Failure,K-Means,n_clusters,350.0,SSE-Elbow,NaN,350
Heart Failure,K-Means,n_clusters,350.0,DB,NaN,350
Heart Failure,K-Means,n_clusters,350.0,BIC,NaN,350
Heart Failure,K-Means,n_clusters,375.0,VRC,NaN,375
Heart Failure,K-Means,n_clusters,375.0,Silhouette,NaN,375
Heart Failure,K-Means,n_clusters,375.0,SSE-Elbow,NaN,375
Heart Failure,K-Means,n_clusters,375.0,DB,NaN,375
Heart Failure,K-Means,n_clusters,375.0,BIC,NaN,375
Heart Failure,K-Means,n_clusters,400.0,VRC,NaN,400
Heart Failure,K-Means,n_clusters,400.0,Silhouette,NaN,400
Heart Failure,K-Means,n_clusters,400.0,SSE-Elbow,NaN,400
Heart Failure,K-Means,n_clusters,400.0,DB,NaN,400
Heart Failure,K-Means,n_clusters,400.0,BIC,NaN,400
Heart Failure,K-Means,n_clusters,425.0,VRC,NaN,425
Heart Failure,K-Means,n_clusters,425.0,Silhouette,NaN,425
Heart Failure,K-Means,n_clusters,425.0,SSE-Elbow,NaN,425
Heart Failure,K-Means,n_clusters,425.0,DB,NaN,425
Heart Failure,K-Means,n_clusters,425.0,BIC,NaN,425
Heart Failure,K-Means,n_clusters,450.0,VRC,NaN,450
Heart Failure,K-Means,n_clusters,450.0,Silhouette,NaN,450
Heart Failure,K-Means,n_clusters,450.0,SSE-Elbow,NaN,450
Heart Failure,K-Means,n_clusters,450.0,DB,NaN,450
Heart Failure,K-Means,n_clusters,450.0,BIC,NaN,450
Heart Failure,K-Means,n_clusters,475.0,VRC,NaN,475
Heart Failure,K-Means,n_clusters,475.0,Silhouette,NaN,475
Heart Failure,K-Means,n_clusters,475.0,SSE-Elbow,NaN,475
Heart Failure,K-Means,n_clusters,475.0,DB,NaN,475
Heart Failure,K-Means,n_clusters,475.0,BIC,NaN,475
Heart Failure,K-Means,n_clusters,500.0,VRC,NaN,500
Heart Failure,K-Means,n_clusters,500.0,Silhouette,NaN,500
Heart Failure,K-Means,n_clusters,500.0,SSE-Elbow,NaN,500
Heart Failure,K-Means,n_clusters,500.0,DB,NaN,500
Heart Failure,K-Means,n_clusters,500.0,BIC,NaN,500
Heart Failure,K-Means,n_clusters,525.0,VRC,NaN,525
Heart Failure,K-Means,n_clusters,525.0,Silhouette,NaN,525
Heart Failure,K-Means,n_clusters,525.0,SSE-Elbow,NaN,525
Heart Failure,K-Means,n_clusters,525.0,DB,NaN,525
Heart Failure,K-Means,n_clusters,525.0,BIC,NaN,525
Heart Failure,K-Means,n_clusters,550.0,VRC,NaN,550
Heart Failure,K-Means,n_clusters,550.0,Silhouette,NaN,550
Heart Failure,K-Means,n_clusters,550.0,SSE-Elbow,NaN,550
Heart Failure,K-Means,n_clusters,550.0,DB,NaN,550
Heart Failure,K-Means,n_clusters,550.0,BIC,NaN,550
Heart Failure,K-Means,n_clusters,575.0,VRC,NaN,575
Heart Failure,K-Means,n_clusters,575.0,Silhouette,NaN,575
Heart Failure,K-Means,n_clusters,575.0,SSE-Elbow,NaN,575
Heart Failure,K-Means,n_clusters,575.0,DB,NaN,575
Heart Failure,K-Means,n_clusters,575.0,BIC,NaN,575
Heart Failure,K-Means,n_clusters,600.0,VRC,NaN,600
Heart Failure,K-Means,n_clusters,600.0,Silhouette,NaN,600
Heart Failure,K-Means,n_clusters,600.0,SSE-Elbow,NaN,600
Heart Failure,K-Means,n_clusters,600.0,DB,NaN,600
Heart Failure,K-Means,n_clusters,600.0,BIC,NaN,600
Heart Failure,K-Means,n_clusters,625.0,VRC,NaN,625
Heart Failure,K-Means,n_clusters,625.0,Silhouette,NaN,625
Heart Failure,K-Means,n_clusters,625.0,SSE-Elbow,NaN,625
Heart Failure,K-Means,n_clusters,625.0,DB,NaN,625
Heart Failure,K-Means,n_clusters,625.0,BIC,NaN,625
Heart Failure,K-Means,n_clusters,650.0,VRC,NaN,650
Heart Failure,K-Means,n_clusters,650.0,Silhouette,NaN,650
Heart Failure,K-Means,n_clusters,650.0,SSE-Elbow,NaN,650
Heart Failure,K-Means,n_clusters,650.0,DB,NaN,650
Heart Failure,K-Means,n_clusters,650.0,BIC,NaN,650
Heart Failure,K-Means,n_clusters,675.0,VRC,NaN,675
Heart Failure,K-Means,n_clusters,675.0,Silhouette,NaN,675
Heart Failure,K-Means,n_clusters,675.0,SSE-Elbow,NaN,675
Heart Failure,K-Means,n_clusters,675.0,DB,NaN,675
Heart Failure,K-Means,n_clusters,675.0,BIC,NaN,675
Heart Failure,K-Means,n_clusters,700.0,VRC,NaN,700
Heart Failure,K-Means,n_clusters,700.0,Silhouette,NaN,700
Heart Failure,K-Means,n_clusters,700.0,SSE-Elbow,NaN,700
Heart Failure,K-Means,n_clusters,700.0,DB,NaN,700
Heart Failure,K-Means,n_clusters,700.0,BIC,NaN,700
Heart Failure,K-Means,n_clusters,725.0,VRC,NaN,725
Heart Failure,K-Means,n_clusters,725.0,Silhouette,NaN,725
Heart Failure,K-Means,n_clusters,725.0,SSE-Elbow,NaN,725
Heart Failure,K-Means,n_clusters,725.0,DB,NaN,725
Heart Failure,K-Means,n_clusters,725.0,BIC,NaN,725
Heart Failure,K-Means,n_clusters,750.0,VRC,NaN,750
Heart Failure,K-Means,n_clusters,750.0,Silhouette,NaN,750
Heart Failure,K-Means,n_clusters,750.0,SSE-Elbow,NaN,750
Heart Failure,K-Means,n_clusters,750.0,DB,NaN,750
Heart Failure,K-Means,n_clusters,750.0,BIC,NaN,750
Heart Failure,K-Means,n_clusters,775.0,VRC,NaN,775
Heart Failure,K-Means,n_clusters,775.0,Silhouette,NaN,775
Heart Failure,K-Means,n_clusters,775.0,SSE-Elbow,NaN,775
Heart Failure,K-Means,n_clusters,775.0,DB,NaN,775
Heart Failure,K-Means,n_clusters,775.0,BIC,NaN,775
Heart Failure,K-Means,n_clusters,800.0,VRC,NaN,800
Heart Failure,K-Means,n_clusters,800.0,Silhouette,NaN,800
Heart Failure,K-Means,n_clusters,800.0,SSE-Elbow,NaN,800
Heart Failure,K-Means,n_clusters,800.0,DB,NaN,800
Heart Failure,K-Means,n_clusters,800.0,BIC,NaN,800
Heart Failure,K-Means,n_clusters,825.0,VRC,NaN,825
Heart Failure,K-Means,n_clusters,825.0,Silhouette,NaN,825
Heart Failure,K-Means,n_clusters,825.0,SSE-Elbow,NaN,825
Heart Failure,K-Means,n_clusters,825.0,DB,NaN,825
Heart Failure,K-Means,n_clusters,825.0,BIC,NaN,825
Heart Failure,K-Means,n_clusters,850.0,VRC,NaN,850
Heart Failure,K-Means,n_clusters,850.0,Silhouette,NaN,850
Heart Failure,K-Means,n_clusters,850.0,SSE-Elbow,NaN,850
Heart Failure,K-Means,n_clusters,850.0,DB,NaN,850
Heart Failure,K-Means,n_clusters,850.0,BIC,NaN,850
Heart Failure,K-Means,n_clusters,875.0,VRC,NaN,875
Heart Failure,K-Means,n_clusters,875.0,Silhouette,NaN,875
Heart Failure,K-Means,n_clusters,875.0,SSE-Elbow,NaN,875
Heart Failure,K-Means,n_clusters,875.0,DB,NaN,875
Heart Failure,K-Means,n_clusters,875.0,BIC,NaN,875
Heart Failure,K-Means,n_clusters,900.0,VRC,NaN,900
Heart Failure,K-Means,n_clusters,900.0,Silhouette,NaN,900
Heart Failure,K-Means,n_clusters,900.0,SSE-Elbow,NaN,900
Heart Failure,K-Means,n_clusters,900.0,DB,NaN,900
Heart Failure,K-Means,n_clusters,900.0,BIC,NaN,900
Heart Failure,K-Means,n_clusters,925.0,VRC,NaN,925
Heart Failure,K-Means,n_clusters,925.0,Silhouette,NaN,925
Heart Failure,K-Means,n_clusters,925.0,SSE-Elbow,NaN,925
Heart Failure,K-Means,n_clusters,925.0,DB,NaN,925
Heart Failure,K-Means,n_clusters,925.0,BIC,NaN,925
Heart Failure,K-Means,n_clusters,950.0,VRC,NaN,950
Heart Failure,K-Means,n_clusters,950.0,Silhouette,NaN,950
Heart Failure,K-Means,n_clusters,950.0,SSE-Elbow,NaN,950
Heart Failure,K-Means,n_clusters,950.0,DB,NaN,950
Heart Failure,K-Means,n_clusters,950.0,BIC,NaN,950
Heart Failure,K-Means,n_clusters,975.0,VRC,NaN,975
Heart Failure,K-Means,n_clusters,975.0,Silhouette,NaN,975
Heart Failure,K-Means,n_clusters,975.0,SSE-Elbow,NaN,975
Heart Failure,K-Means,n_clusters,975.0,DB,NaN,975
Heart Failure,K-Means,n_clusters,975.0,BIC,NaN,975
Heart Failure,K-Means,n_clusters,1000.0,VRC,NaN,1000
Heart Failure,K-Means,n_clusters,1000.0,Silhouette,NaN,1000
Heart Failure,K-Means,n_clusters,1000.0,SSE-Elbow,NaN,1000
Heart Failure,K-Means,n_clusters,1000.0,DB,NaN,1000
Heart Failure,K-Means,n_clusters,1000.0,BIC,NaN,1000
Heart Failure,OPTICS,min_samples,2.0,VRC,2.504751037533236,45
Heart Failure,OPTICS,min_samples,2.0,Silhouette,-0.1599335536425323,45
Heart Failure,OPTICS,min_samples,2.0,SSE-Elbow,683.8316060138291,45
Heart Failure,OPTICS,min_samples,2.0,DB,1.68228007649303,45
Heart Failure,OPTICS,min_samples,2.0,BIC,4012.8906528739903,45
Heart Failure,OPTICS,min_samples,7.0,VRC,8.225986104573474,2
Heart Failure,OPTICS,min_samples,7.0,Silhouette,-0.002139265748602963,2
Heart Failure,OPTICS,min_samples,7.0,SSE-Elbow,2175.813658446423,2
Heart Failure,OPTICS,min_samples,7.0,DB,1.8295992194440136,2
Heart Failure,OPTICS,min_samples,7.0,BIC,2318.324747781192,2
Heart Failure,OPTICS,min_samples,12.0,VRC,NaN,1
Heart Failure,OPTICS,min_samples,12.0,Silhouette,NaN,1
Heart Failure,OPTICS,min_samples,12.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,OPTICS,min_samples,12.0,DB,NaN,1
Heart Failure,OPTICS,min_samples,12.0,BIC,2508.9237175295175,1
Heart Failure,OPTICS,min_samples,17.0,VRC,NaN,1
Heart Failure,OPTICS,min_samples,17.0,Silhouette,NaN,1
Heart Failure,OPTICS,min_samples,17.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,OPTICS,min_samples,17.0,DB,NaN,1
Heart Failure,OPTICS,min_samples,17.0,BIC,2508.9237175295175,1
Heart Failure,OPTICS,min_samples,22.0,VRC,NaN,1
Heart Failure,OPTICS,min_samples,22.0,Silhouette,NaN,1
Heart Failure,OPTICS,min_samples,22.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,OPTICS,min_samples,22.0,DB,NaN,1
Heart Failure,OPTICS,min_samples,22.0,BIC,2508.9237175295175,1
Heart Failure,OPTICS,min_samples,27.0,VRC,NaN,1
Heart Failure,OPTICS,min_samples,27.0,Silhouette,NaN,1
Heart Failure,OPTICS,min_samples,27.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,OPTICS,min_samples,27.0,DB,NaN,1
Heart Failure,OPTICS,min_samples,27.0,BIC,2508.9237175295175,1
Heart Failure,OPTICS,min_samples,32.0,VRC,NaN,1
Heart Failure,OPTICS,min_samples,32.0,Silhouette,NaN,1
Heart Failure,OPTICS,min_samples,32.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,OPTICS,min_samples,32.0,DB,NaN,1
Heart Failure,OPTICS,min_samples,32.0,BIC,2508.9237175295175,1
Heart Failure,OPTICS,min_samples,37.0,VRC,NaN,1
Heart Failure,OPTICS,min_samples,37.0,Silhouette,NaN,1
Heart Failure,OPTICS,min_samples,37.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,OPTICS,min_samples,37.0,DB,NaN,1
Heart Failure,OPTICS,min_samples,37.0,BIC,2508.9237175295175,1
Heart Failure,OPTICS,min_samples,42.0,VRC,NaN,1
Heart Failure,OPTICS,min_samples,42.0,Silhouette,NaN,1
Heart Failure,OPTICS,min_samples,42.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,OPTICS,min_samples,42.0,DB,NaN,1
Heart Failure,OPTICS,min_samples,42.0,BIC,2508.9237175295175,1
Heart Failure,OPTICS,min_samples,47.0,VRC,NaN,1
Heart Failure,OPTICS,min_samples,47.0,Silhouette,NaN,1
Heart Failure,OPTICS,min_samples,47.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,OPTICS,min_samples,47.0,DB,NaN,1
Heart Failure,OPTICS,min_samples,47.0,BIC,2508.9237175295175,1
Heart Failure,OPTICS,min_samples,52.0,VRC,NaN,1
Heart Failure,OPTICS,min_samples,52.0,Silhouette,NaN,1
Heart Failure,OPTICS,min_samples,52.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,OPTICS,min_samples,52.0,DB,NaN,1
Heart Failure,OPTICS,min_samples,52.0,BIC,2508.9237175295175,1
Heart Failure,OPTICS,min_samples,57.0,VRC,NaN,1
Heart Failure,OPTICS,min_samples,57.0,Silhouette,NaN,1
Heart Failure,OPTICS,min_samples,57.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,OPTICS,min_samples,57.0,DB,NaN,1
Heart Failure,OPTICS,min_samples,57.0,BIC,2508.9237175295175,1
Heart Failure,OPTICS,min_samples,62.0,VRC,NaN,1
Heart Failure,OPTICS,min_samples,62.0,Silhouette,NaN,1
Heart Failure,OPTICS,min_samples,62.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,OPTICS,min_samples,62.0,DB,NaN,1
Heart Failure,OPTICS,min_samples,62.0,BIC,2508.9237175295175,1
Heart Failure,OPTICS,min_samples,67.0,VRC,NaN,1
Heart Failure,OPTICS,min_samples,67.0,Silhouette,NaN,1
Heart Failure,OPTICS,min_samples,67.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,OPTICS,min_samples,67.0,DB,NaN,1
Heart Failure,OPTICS,min_samples,67.0,BIC,2508.9237175295175,1
Heart Failure,OPTICS,min_samples,72.0,VRC,NaN,1
Heart Failure,OPTICS,min_samples,72.0,Silhouette,NaN,1
Heart Failure,OPTICS,min_samples,72.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,OPTICS,min_samples,72.0,DB,NaN,1
Heart Failure,OPTICS,min_samples,72.0,BIC,2508.9237175295175,1
Heart Failure,OPTICS,min_samples,77.0,VRC,NaN,1
Heart Failure,OPTICS,min_samples,77.0,Silhouette,NaN,1
Heart Failure,OPTICS,min_samples,77.0,SSE-Elbow,2440.5183946488287,1
Heart Failure,OPTICS,min_samples,77.0,DB,NaN,1
Heart Failure,OPTICS,min_samples,77.0,BIC,2508.9237175295175,1
Heart Failure,OPTICS,min_samples,82.0,VRC,NaN,1
Heart Failure,OPTICS,min_samples,82.0,Silhouette,NaN,1
Heart Failure,OPTICS,min_samples,82.0,SSE-Elbow,2440.5183946488287,1
